id,key,stat,p,group,population,name,z
55306,506906,0.020263353658251614,0.07,HH,1732,132150105014,247.579102817917
55310,506910,0.03388573787497826,0.45,HH,1538,132150011001,112.56613468550742
55329,506929,0.45120927778455927,0.06,HH,907,130890208023,255.47735945968535
55330,506930,0.20978217553239425,0.35,HH,1003,130890208024,138.5320466407568
55331,506931,0.44672634290996766,0.14,HH,916,130890236013,208.0319340814956
55335,506935,0.08843881203582962,0.09,HH,3199,130890234143,234.07550336902165
55339,506939,0.21728743282021196,0.22,HH,3305,130890234211,177.21932141886847
55344,506944,0.0700546771976981,0.3,HH,1761,130890234232,152.44005127080408
55345,506945,0.012316049503949171,0.4,HH,1125,132779604004,125.33471031357998
55349,506949,0.06216548236767962,0.04,HH,1579,130210126001,275.0686071252169
55353,506953,0.5688538371099864,0.15,HH,696,131530211045,203.64333894937897
55358,506958,0.1279076525998206,0.3,HH,1293,131530211051,152.44005127080408
55367,506967,0.04197046312014191,0.22,HH,1340,131530207002,177.21932141886847
55371,506971,0.2205534879154529,0.15,HH,1385,132779602001,203.64333894937897
55377,506977,0.3765974244041936,0.11,HH,842,132779603004,222.65281200366104
55378,506978,0.04675128153349839,0.27,HH,1198,132779601002,161.28129910166274
55382,506982,0.9419777372871518,0.12,HH,755,132150010003,217.49867920660904
55389,506989,0.10331308876457264,0.13,HH,1536,132779602002,212.63911290388006
55394,506994,0.08111397057666189,0.1,HH,4136,130970803012,228.15515655446004
55400,507000,0.08654469558040263,0.06,HH,702,130510042082,255.47735945968535
55404,507004,0.08462810354526064,0.27,HH,1233,130510042085,161.28129910166274
55405,507005,0.04649477113912344,0.03,HH,3035,130970803031,288.0793608151251
55406,507006,0.039336056048123506,0.02,HH,1660,131370006011,305.37489106318225
55407,507007,3.534605395574459,0.01,HH,3651,131370006012,332.6347874040841
55409,507009,0.10256644111618736,0.14,HH,1630,130970802013,208.0319340814956
55428,507028,0.17173758355626353,0.24,HH,2106,130890211022,170.63025628400874
55429,507029,0.13778406003136962,0.39,HH,803,130890204002,127.93190344474542
55431,507031,0.14933537409315878,0.22,HH,696,130510042083,177.21932141886847
55433,507033,0.5119339996171187,0.14,HH,2659,130890212081,208.0319340814956
55435,507035,0.3087678317926972,0.13,HH,2450,130890213061,212.63911290388006
55436,507036,0.07490926594203343,0.44,HH,3992,130890234241,115.09692154967775
55437,507037,0.06277250749493901,0.33,HH,1956,130890234242,143.99131656732337
55443,507043,0.001237920000448908,0.3,HH,709,131030301002,152.44005127080408
55445,507045,0.04542865767398631,0.38,HH,1573,131030302021,130.54807880993974
55446,507046,0.009692260208976384,0.52,HH,1967,131030301001,94.98464165352664
55451,507051,0.005096115160080565,0.49,HH,1486,130210134103,102.50689082587111
55452,507052,0.022837676701773852,0.41,HH,988,130210134073,122.75449766411496
55454,507054,0.23059866522383393,0.24,HH,708,130210136061,170.63025628400874
55456,507056,0.23646776107020373,0.15,HH,1396,131530208001,203.64333894937897
55459,507059,0.3159297433017699,0.04,HH,2104,131030303012,275.0686071252169
55460,507060,0.029152480742040448,0.02,HH,2573,130459101032,305.37489106318225
55462,507062,0.05750188209343185,0.34,HH,1022,130890237002,141.24631294414047
55463,507063,0.1345441431020161,0.08,HH,1535,130890237003,240.5071560309633
55464,507064,0.1375982346093946,0.24,HH,1282,130890237004,170.63025628400874
55467,507067,0.10404229988895074,0.16,HH,297,132150108011,199.4457883209753
55468,507068,0.14992370629933624,0.35,HH,1811,132150101041,138.5320466407568
55469,507069,0.1629135158178198,0.22,HH,3180,132150101042,177.21932141886847
55470,507070,0.015102488145846572,0.3,HH,1495,132150105021,152.44005127080408
55473,507073,0.6162786450872713,0.01,HH,1923,130890238012,332.6347874040841
55475,507075,0.10701398095457566,0.22,HH,1861,131530215002,177.21932141886847
55476,507076,2.0168353247801263,0.01,HH,3012,130970803011,332.6347874040841
55479,507079,0.0035466743442225316,0.61,HH,2107,132150106052,72.06809655525458
55482,507082,0.000804909526584729,0.51,HH,2912,130890213072,97.49310917412889
55483,507083,0.08169040551966422,0.44,HH,1534,130890213081,115.09692154967775
55494,507094,0.2128486421096754,0.26,HH,2623,130890234282,164.3345405392917
55498,507098,0.35554746145448,0.25,HH,4699,130890234283,167.44897501960816
55505,507105,0.519340933456884,0.26,HH,1739,130210136043,164.3345405392917
55508,507108,0.15460207379357693,0.19,HH,1579,132731205001,187.7896295051229
55512,507112,0.25515121933945784,0.16,HH,2794,132150102043,199.4457883209753
55513,507113,0.09072060252209821,0.16,HH,2394,132150106023,199.4457883209753
55515,507115,0.07200630037925908,0.46,HH,2457,132150108021,110.04337205114699
55531,507131,0.03353873352533935,0.52,HH,2033,130890219103,94.98464165352664
55533,507133,0.8805582393084328,0.12,HH,2349,130890220012,217.49867920660904
55535,507135,0.9047739577137479,0.26,HH,2105,130890222031,164.3345405392917
55537,507137,0.14373005964681626,0.34,HH,1432,130890220093,141.24631294414047
55538,507138,0.09876767069998134,0.03,HH,713,130210138001,288.0793608151251
55542,507142,0.5387456733721544,0.23,HH,802,130759603004,173.88468491852137
55545,507145,0.11706767828730096,0.14,HH,1898,130690104001,208.0319340814956
55546,507146,0.6796739680456336,0.12,HH,1161,130690104004,217.49867920660904
55556,507156,0.028761100617931485,0.33,HH,1391,132150012001,143.99131656732337
55558,507158,0.6288600556916741,0.12,HH,3742,132150102031,217.49867920660904
55579,507179,0.09397128901731878,0.28,HH,1105,130890228003,158.2841507271216
55587,507187,0.33926987505685857,0.16,HH,5071,130970805112,199.4457883209753
55589,507189,0.1838449529686127,0.16,HH,1361,130970806044,199.4457883209753
55597,507197,0.006197031849355303,0.38,HH,5328,131770204031,130.54807880993974
55605,507205,0.5240908101156935,0.17,HH,3014,131770204021,195.41652531461943
55608,507208,0.026489143143626978,0.07,HH,2345,131879601012,247.579102817917
55613,507213,0.4398637808553945,0.34,HH,1586,130890234284,141.24631294414047
55619,507219,0.17357838660395014,0.21,HH,911,130510106012,180.64212470182403
55624,507224,0.14632700136010424,0.2,HH,1596,133130010001,184.16212335729142
55632,507232,0.16049512138022676,0.38,HH,3041,131739502004,130.54807880993974
55663,507263,0.5705612777441113,0.17,HH,531,130890207002,195.41652531461943
55664,507264,0.4440332066840815,0.17,HH,1488,130890208012,195.41652531461943
55674,507274,0.5301289449084853,0.08,HH,2554,130591307001,240.5071560309633
55682,507282,0.08390360872061702,0.21,HH,1448,130510108011,180.64212470182403
55699,507299,0.3939728074382933,0.21,HH,502,130210119003,180.64212470182403
55700,507300,0.03431841157484341,0.36,HH,1154,131739502005,135.84587932511937
55703,507303,0.09443306952917059,0.17,HH,1846,131739502002,195.41652531461943
55706,507306,0.03960420874703073,0.42,HH,3667,130730303025,120.1893479141851
55712,507312,0.062070864680666346,0.28,HH,802,130210120002,158.2841507271216
55713,507313,0.0005510722980515923,0.45,HH,857,130210120001,112.56613468550742
55715,507315,0.7559502047667347,0.2,HH,1027,130730303021,184.16212335729142
55716,507316,0.14855952665315947,0.32,HH,1389,130210121023,146.7698799114508
55718,507318,0.2893188124910007,0.28,HH,1313,130210120003,158.2841507271216
55719,507319,0.01820603563265134,0.42,HH,495,130210123002,120.1893479141851
55720,507320,0.35651078833061023,0.19,HH,1159,130210123003,187.7896295051229
55721,507321,0.0696611977850268,0.27,HH,959,130210124003,161.28129910166274
55730,507330,0.06164415842251835,0.32,HH,5986,132231201021,146.7698799114508
55732,507333,0.1471079304251133,0.21,HH,2709,132231201031,180.64212470182403
55751,507352,0.005641096410635642,0.43,HH,2311,130351501005,117.63741647808615
55757,507358,0.18004328986522053,0.23,HH,710,131210078072,173.88468491852137
55759,507360,0.39292554232127846,0.11,HH,1256,131210079002,222.65281200366104
55760,507361,0.1842540848223245,0.34,HH,2548,131210079003,141.24631294414047
55764,507365,0.4523702499874498,0.04,HH,951,131210114142,275.0686071252169
55765,507366,0.00016300538586771446,0.35,HH,3972,131210114241,138.5320466407568
55767,507368,0.10187439354472631,0.12,HH,1361,131210080004,217.49867920660904
55775,507376,0.013830134647583519,0.47,HH,3816,131210116131,107.526986209983
55790,507391,0.17351135947792726,0.3,HH,3916,130390104031,152.44005127080408
55791,507392,0.05064405101077651,0.34,HH,968,130390103014,141.24631294414047
55795,507396,0.1713304402767334,0.29,HH,3211,130730302021,155.3384719555673
55797,507398,0.09942708795896213,0.37,HH,787,131210083012,133.18533464368167
55803,507404,1.2158946747390422,0.09,HH,544,131210085001,234.07550336902165
55806,507407,0.14106661655185,0.41,HH,6231,131210103032,122.75449766411496
55813,507414,0.27207495183068736,0.16,HH,628,131210086012,199.4457883209753
55816,507417,0.6884724680101713,0.02,HH,2253,131210105073,305.37489106318225
55819,507420,0.8203171430985503,0.17,HH,1642,131210088002,195.41652531461943
55820,507421,0.8769905290389626,0.01,HH,2655,131210105161,332.6347874040841
55821,507422,0.7003395517197994,0.16,HH,1608,131210105111,199.4457883209753
55822,507423,0.005377761320683138,0.4,HH,2245,131210105104,125.33471031357998
55828,507429,0.1153916991649005,0.23,HH,1840,131210090002,173.88468491852137
55829,507430,0.32189910618066564,0.03,HH,626,131210106013,288.0793608151251
55831,507432,1.5024081311342468,0.21,HH,2033,131210089021,180.64212470182403
55836,507437,1.736463894517175,0.11,HH,1590,131210092003,222.65281200366104
55838,507439,0.6703610201028667,0.27,HH,2779,131210092001,161.28129910166274
55839,507440,0.09580993201556615,0.1,HH,970,131210106011,228.15515655446004
55843,507444,0.36203587382545205,0.03,HH,1396,131210093003,288.0793608151251
55845,507446,1.7949264553940665,0.17,HH,1442,131210093002,195.41652531461943
55850,507451,0.1844176259127288,0.33,HH,702,131210111003,143.99131656732337
55861,507462,0.3906430359394552,0.09,HH,1492,131899501001,234.07550336902165
55866,507467,0.4466155943430125,0.28,HH,1496,131899505002,158.2841507271216
55869,507470,0.39911031091369803,0.17,HH,1396,131210090001,195.41652531461943
55871,507472,0.02570888922166981,0.09,HH,1724,131950204003,234.07550336902165
55878,507479,0.372288852359859,0.22,HH,314,130670312062,177.21932141886847
55881,507482,0.03231939328313232,0.45,HH,1547,130670311162,112.56613468550742
55884,507485,0.033097649822954225,0.34,HH,1517,131210104002,141.24631294414047
55891,507492,0.6333562791919968,0.05,HH,1047,132450101042,264.4853626951472
55894,507495,1.1963991865992993,0.08,HH,1358,131210013003,240.5071560309633
55895,507496,0.4407986094440738,0.32,HH,1717,130890204001,146.7698799114508
55896,507497,0.24600409466010706,0.21,HH,485,130210131021,180.64212470182403
55897,507498,0.5648464461632037,0.06,HH,1227,130890205001,255.47735945968535
55898,507499,1.1010734822262962,0.03,HH,1918,130890205002,288.0793608151251
55899,507500,1.4430361840639099,0.06,HH,832,130890206001,255.47735945968535
55900,507501,1.8325842022579366,0.01,HH,1093,130890219132,332.6347874040841
55904,507505,0.04203873690511457,0.39,HH,970,130890218121,127.93190344474542
55907,507508,0.028632313865219975,0.11,HH,645,130890232102,222.65281200366104
55908,507509,0.17129282488844844,0.21,HH,1696,130890232103,180.64212470182403
55911,507512,0.021754433763488897,0.37,HH,1723,130890232121,133.18533464368167
55915,507516,0.15069050090897484,0.42,HH,1625,130890224011,120.1893479141851
55917,507518,0.7909652222282273,0.22,HH,1065,130890209004,177.21932141886847
55920,507521,2.4136457476223554,0.03,HH,1480,130890209003,288.0793608151251
55921,507522,0.6067515542668535,0.01,HH,2137,130890234221,332.6347874040841
55922,507523,0.7282253080557368,0.01,HH,3294,130890234222,332.6347874040841
55923,507524,0.2793011353635457,0.34,HH,1748,130890234193,141.24631294414047
55924,507525,0.31850162545425015,0.2,HH,1366,130890238013,184.16212335729142
55926,507527,0.15253828831698843,0.26,HH,2774,130890219063,164.3345405392917
55927,507528,0.11156577308731125,0.15,HH,2193,130890219072,203.64333894937897
55928,507529,0.33332009411498126,0.05,HH,3415,130890233031,264.4853626951472
55936,507537,0.4739985023366298,0.29,HH,4043,130890212162,155.3384719555673
55937,507538,4.46149229136325,0.01,HH,3699,130890212151,332.6347874040841
55940,507541,0.8649664726431958,0.03,HH,3247,131530211042,288.0793608151251
55945,507546,0.001400140656129538,0.44,HH,2048,132679504004,115.09692154967775
55950,507551,1.6727801251100232,0.16,HH,2668,130890212163,199.4457883209753
55951,507552,0.5221522996590001,0.06,HH,1485,130730303074,255.47735945968535
55952,507553,1.9485742664546222,0.03,HH,1549,130890212181,288.0793608151251
55953,507554,1.0308048564837182,0.13,HH,2838,130890212182,212.63911290388006
55954,507555,1.000745073059583,0.09,HH,1217,130890212183,234.07550336902165
55955,507556,0.21078819024994347,0.29,HH,2191,130890212171,155.3384719555673
55959,507560,0.06438679782132843,0.31,HH,1955,130279603003,149.5850347347453
55967,507568,0.09661878499058939,0.13,HH,2115,130439501002,212.63911290388006
55972,507573,0.08756971461641777,0.26,HH,2044,130890213083,164.3345405392917
55978,507579,0.09012961484225543,0.38,HH,1354,130890214053,130.54807880993974
55979,507580,1.1637915418497922,0.02,HH,1071,131850103011,305.37489106318225
55981,507582,0.03490208031389401,0.33,HH,2019,131850114034,143.99131656732337
55983,507584,0.7587535557872518,0.02,HH,3017,131850102025,305.37489106318225
55984,507585,1.7898225510460994,0.02,HH,725,131210014002,305.37489106318225
55987,507588,0.8478993853460631,0.13,HH,1102,131210081022,212.63911290388006
55993,507594,0.05431342382988301,0.3,HH,2470,132171007002,152.44005127080408
56000,507601,0.007371722176265808,0.25,HH,1413,130890215043,167.44897501960816
56002,507603,0.26811866346351965,0.38,HH,1670,130890216032,130.54807880993974
56013,507614,1.0869740864771156,0.04,HH,1157,130890217063,275.0686071252169
56014,507615,3.6114694220466075,0.05,HH,1546,130890219101,264.4853626951472
56015,507616,0.12331284372514813,0.43,HH,1536,130890215041,117.63741647808615
56020,507621,0.03612455382800859,0.26,HH,1471,130890216051,164.3345405392917
56021,507622,0.14917985234411285,0.17,HH,2802,130890216053,195.41652531461943
56024,507625,0.001687078254740436,0.41,HH,1537,130890218062,122.75449766411496
56027,507628,0.08353662403602556,0.12,HH,1842,130890220092,217.49867920660904
56028,507629,0.13507840306851465,0.22,HH,2333,130890220101,177.21932141886847
56030,507631,0.9288071134240977,0.09,HH,877,130890222042,234.07550336902165
56031,507632,0.7698963172993827,0.07,HH,1816,130890222043,247.579102817917
56032,507633,0.8951831242880657,0.29,HH,1897,131210012011,155.3384719555673
56033,507634,0.7183022602298135,0.05,HH,613,131210091013,264.4853626951472
56034,507635,0.11505978050930553,0.27,HH,2664,131210114203,161.28129910166274
56036,507637,0.014046087056288495,0.2,HH,973,132619506003,184.16212335729142
56037,507638,0.011699600229203445,0.21,HH,998,132619503004,180.64212470182403
56038,507639,0.13603678134174635,0.24,HH,256,131210095022,170.63025628400874
56039,507640,0.024848868120206005,0.37,HH,2917,131530201061,133.18533464368167
56044,507645,0.3008294432262671,0.05,HH,2704,131530211074,264.4853626951472
56045,507646,0.1552956764769891,0.2,HH,2006,131530201053,184.16212335729142
56046,507647,0.7713232742263479,0.03,HH,10124,131530211132,288.0793608151251
56047,507648,0.06010532693129468,0.5,HH,1036,131530211071,100.0
56048,507649,0.12098017242368694,0.3,HH,5176,131530201091,152.44005127080408
56049,507650,0.6273245406179269,0.25,HH,1235,130890212091,167.44897501960816
56053,507654,0.76572329654441,0.1,HH,8369,132171005012,228.15515655446004
56074,507675,0.2781062829874088,0.31,HH,1326,130890223011,149.5850347347453
56076,507677,0.15962887592178868,0.35,HH,4974,130890233093,138.5320466407568
56077,507678,0.07253662166346701,0.2,HH,2164,130890233101,184.16212335729142
56078,507679,0.08973379258970757,0.42,HH,2029,130890233062,120.1893479141851
56081,507682,0.19881504239238507,0.44,HH,1028,130890223013,115.09692154967775
56082,507683,0.047400831607510595,0.41,HH,1627,130890223021,122.75449766411496
56085,507686,0.09277590484719467,0.09,HH,1151,130890213032,234.07550336902165
56089,507690,0.08297389549666766,0.21,HH,1268,130179605004,180.64212470182403
56091,507692,0.10996098016132545,0.23,HH,1044,130179604002,173.88468491852137
56116,507717,0.13286689463619744,0.24,HH,1709,130890234132,170.63025628400874
56118,507719,0.4355041690068004,0.29,HH,1512,130890234142,155.3384719555673
56122,507723,0.3775991751823492,0.35,HH,1278,130890215021,138.5320466407568
56123,507724,0.23832042777119708,0.09,HH,1381,130970805083,234.07550336902165
56124,507725,0.005090208941385122,0.47,HH,2435,130890216022,107.526986209983
56127,507728,0.12772628819171178,0.35,HH,728,130890231011,138.5320466407568
56128,507729,0.10512818252267463,0.34,HH,1425,130890231014,141.24631294414047
56148,507749,0.0779679008555268,0.19,HH,1265,132859610002,187.7896295051229
56156,507757,0.28835295415272116,0.19,HH,1397,131171306093,187.7896295051229
56159,507760,0.1133388319902859,0.14,HH,2816,131171301011,208.0319340814956
56161,507762,0.0419935014814397,0.38,HH,1414,131171302013,130.54807880993974
56167,507768,0.013655966592610577,0.47,HH,3626,131299706003,107.526986209983
56170,507771,0.04217427012264713,0.3,HH,1410,131559502004,152.44005127080408
56172,507773,0.006878795932230335,0.47,HH,3000,131570101012,107.526986209983
56176,507777,0.005035841277889156,0.51,HH,1178,131570104004,97.49310917412889
56181,507782,0.04669999019729232,0.4,HH,3504,131570107023,125.33471031357998
56189,507790,0.21192744005086853,0.23,HH,2099,130459107034,173.88468491852137
56193,507794,0.2078750433223083,0.31,HH,1638,130459101043,149.5850347347453
56203,507804,0.11690498196158704,0.41,HH,367,130459105014,122.75449766411496
56204,507805,0.34054259880292514,0.11,HH,2502,130459107022,222.65281200366104
56208,507809,0.03744250688558538,0.5,HH,1789,130790702022,100.0
56211,507812,0.0029177401103633598,0.41,HH,491,132419701001,122.75449766411496
56213,507814,0.10312482571872691,0.17,HH,1417,132619503002,195.41652531461943
56232,507833,0.1146320189196734,0.33,HH,3765,131210114111,143.99131656732337
56234,507835,0.570841122875724,0.05,HH,10026,131210103042,264.4853626951472
56236,507837,0.07544508362994964,0.08,HH,1625,131018801001,240.5071560309633
56242,507843,0.05055546009068884,0.19,HH,4862,131210103041,187.7896295051229
56255,507856,0.3832096954572778,0.01,HH,1094,131639603003,332.6347874040841
56260,507861,0.06531701753062774,0.19,HH,1060,131639602002,187.7896295051229
56262,507863,0.026394658181321095,0.4,HH,1109,131639601004,125.33471031357998
56269,507870,0.011661983233420025,0.04,HH,798,131639604003,275.0686071252169
56275,507876,0.13647506604019685,0.33,HH,4492,132470603073,143.99131656732337
56277,507878,0.18825853384893557,0.11,HH,2800,132470604051,222.65281200366104
56281,507882,0.003784503496456302,0.46,HH,1314,132379603002,110.04337205114699
56282,507883,0.31832052134707917,0.29,HH,2487,132971101001,155.3384719555673
56288,507889,0.0784996294800596,0.11,HH,1157,130879708002,222.65281200366104
56291,507892,0.2695197708951484,0.4,HH,1362,130879702001,125.33471031357998
56292,507893,0.028828774513860445,0.31,HH,1646,130879708001,149.5850347347453
56295,507896,0.010990834759692529,0.43,HH,1857,132470603092,117.63741647808615
56296,507897,0.06830615023464424,0.42,HH,510,132379602027,120.1893479141851
56312,507913,0.10011808717218582,0.14,HH,705,130771707005,208.0319340814956
56313,507914,0.024804791628635633,0.47,HH,1465,132971105062,107.526986209983
56319,507920,0.7089282910181941,0.09,HH,1907,132971108001,234.07550336902165
56325,507926,0.12179455555030592,0.01,HH,1216,132470603042,332.6347874040841
56327,507928,0.03675337989069032,0.4,HH,829,133130005022,125.33471031357998
56329,507930,0.08632466616684296,0.27,HH,2478,132470603083,161.28129910166274
56330,507931,0.00713395275249104,0.5,HH,2557,132470603072,100.0
56331,507932,0.006375179636792734,0.45,HH,2610,132470604041,112.56613468550742
56335,507936,0.03548067903520731,0.38,HH,1860,130719709001,130.54807880993974
56336,507937,0.06628200766698618,0.36,HH,1587,132470604042,135.84587932511937
56342,507943,2.2653134984971004,0.01,HH,1780,130890234161,332.6347874040841
56344,507945,0.9947270466534829,0.09,HH,2634,130890234162,234.07550336902165
56347,507948,0.5942776729293806,0.02,HH,1622,130890216031,305.37489106318225
56350,507951,0.004167737080966664,0.45,HH,1069,130810104002,112.56613468550742
56355,507956,0.394048484925109,0.15,HH,1584,130670313101,203.64333894937897
56360,507961,0.08319619529766048,0.36,HH,1947,130970805082,135.84587932511937
56361,507962,0.734309493847819,0.18,HH,7143,130890234181,191.53650878428144
56368,507969,0.3588275890438557,0.34,HH,2147,130890217051,141.24631294414047
56369,507970,0.09081580402745017,0.27,HH,1240,130890217052,161.28129910166274
56371,507972,0.06513239607604249,0.38,HH,541,130890217061,130.54807880993974
56376,507977,0.9709435494361651,0.11,HH,1893,130890231071,222.65281200366104
56377,507978,0.15806184985103003,0.26,HH,980,130890214151,164.3345405392917
56390,507991,0.04626645422035623,0.32,HH,1414,130879701003,146.7698799114508
56397,507998,1.5168348587744809,0.01,HH,533,130890238011,332.6347874040841
56399,508000,0.17437329827828202,0.16,HH,1735,130890215033,199.4457883209753
56400,508001,0.3954442513054669,0.25,HH,1744,130890223015,167.44897501960816
56401,508002,1.025967482622409,0.24,HH,1221,130890214142,170.63025628400874
56403,508004,0.4631049137653122,0.22,HH,1799,130890223023,177.21932141886847
56405,508006,1.0850620538881572,0.02,HH,1146,130890203002,305.37489106318225
56414,508015,0.05094825998098753,0.29,HH,1098,130879704001,155.3384719555673
56418,508019,0.019920223311613725,0.43,HH,5698,132171005021,117.63741647808615
56423,508024,0.6732211201614688,0.07,HH,2869,130890232083,247.579102817917
56425,508026,0.15088248997549358,0.28,HH,2006,130890201001,158.2841507271216
56426,508027,0.10598589734971217,0.07,HH,952,130890202001,247.579102817917
56427,508028,0.4269159426371212,0.13,HH,2738,130890232062,212.63911290388006
56431,508032,0.6097167439252659,0.26,HH,2387,130890218101,164.3345405392917
56433,508034,0.005172122600243384,0.39,HH,1354,130890218094,127.93190344474542
56434,508035,0.8029296797818226,0.01,HH,1669,130890218103,332.6347874040841
56441,508042,0.13825186609457113,0.06,HH,2406,130890220041,255.47735945968535
56442,508043,0.0886098358913122,0.04,HH,1535,130790701001,275.0686071252169
56450,508051,0.1843839587126064,0.01,HH,2098,130730304021,332.6347874040841
56459,508060,0.2527483169861051,0.16,HH,7448,131350501071,199.4457883209753
56465,508066,0.029187584876748475,0.31,HH,7529,131350506072,149.5850347347453
56479,508081,0.10428265043274267,0.08,HH,3473,130890232061,240.5071560309633
56480,508082,0.016284452813003707,0.11,HH,1088,130890231141,222.65281200366104
56481,508083,0.19620286448305113,0.41,HH,1662,130890233034,122.75449766411496
56487,508089,0.20168504582511618,0.32,HH,3970,130890233121,146.7698799114508
56493,508095,0.1183438305583803,0.02,HH,1359,130890223014,305.37489106318225
56494,508096,0.05260952186346379,0.48,HH,1160,130890227002,105.01535834647336
56495,508097,0.16720549372954252,0.18,HH,2091,130890227001,191.53650878428144
56496,508098,0.6844454242719906,0.26,HH,190,130890229002,164.3345405392917
56498,508100,0.07983988587819357,0.18,HH,1633,130890231012,191.53650878428144
56499,508101,0.5798082340525537,0.1,HH,1757,130890231131,228.15515655446004
56503,508105,0.0021562749356561733,0.12,HH,2104,131131402043,217.49867920660904
56517,508119,0.08817082151553016,0.37,HH,1735,132150101043,133.18533464368167
56527,508129,0.0643576188247702,0.3,HH,932,131050004001,152.44005127080408
56539,508141,0.09782116845835549,0.24,HH,3453,131131404033,170.63025628400874
56560,508162,0.30632116994380126,0.08,HH,1077,132450101072,240.5071560309633
56561,508163,0.4097616933379486,0.1,HH,1606,132450102031,228.15515655446004
56571,508173,0.057434581594589286,0.25,HH,1917,131350504191,167.44897501960816
56572,508174,0.14831370521136686,0.29,HH,2988,131350504192,155.3384719555673
56573,508175,0.011443436898410963,0.42,HH,2714,131350504193,120.1893479141851
56585,508187,0.14735897521676738,0.18,HH,1513,131350504172,191.53650878428144
56586,508188,0.2882510092543001,0.23,HH,4163,130510108081,173.88468491852137
56587,508189,0.001634745287619366,0.41,HH,2170,130510109011,122.75449766411496
56590,508192,0.8515094585627744,0.02,HH,1704,131350504232,305.37489106318225
56597,508199,0.15385200886053674,0.31,HH,1466,132250401024,149.5850347347453
56600,508202,0.2163729747589405,0.14,HH,3524,132250401023,208.0319340814956
56603,508205,0.04576399610634238,0.48,HH,702,130351502003,105.01535834647336
56612,508214,0.7541253972979393,0.1,HH,1748,131350503092,228.15515655446004
56613,508215,0.010269275007332138,0.39,HH,2515,131350503101,127.93190344474542
56626,508228,0.29230340363323065,0.03,HH,829,131350503133,288.0793608151251
56634,508236,0.08068196144006598,0.41,HH,2717,131350504303,122.75449766411496
56635,508237,0.055114699137182775,0.41,HH,896,131350503143,122.75449766411496
56636,508238,0.6665948352988625,0.06,HH,1503,131350503151,255.47735945968535
56655,508257,0.1764596106713901,0.42,HH,1762,131350507284,120.1893479141851
56662,508264,0.022854325843556286,0.36,HH,712,131350507291,135.84587932511937
56663,508265,0.3185169972294989,0.12,HH,2634,131350505233,217.49867920660904
56665,508267,0.01962510128267911,0.17,HH,1827,131350504101,195.41652531461943
56669,508271,0.10549656269640918,0.23,HH,2962,130670301032,173.88468491852137
56672,508274,0.3761152285128657,0.15,HH,4858,131530214004,203.64333894937897
56675,508277,0.0986144147095103,0.38,HH,891,131930003003,130.54807880993974
56686,508288,0.003776858134620757,0.49,HH,2480,132551606002,102.50689082587111
56689,508291,0.16261033940041783,0.3,HH,1438,132551606001,152.44005127080408
56693,508295,0.2868457534075938,0.01,HH,1510,131390002011,332.6347874040841
56702,508304,0.08424543447326925,0.19,HH,756,131899502004,187.7896295051229
56704,508306,0.007111823034674389,0.47,HH,1364,132551602001,107.526986209983
56707,508309,0.11761539794034087,0.24,HH,2993,132470603061,170.63025628400874
56711,508313,0.12423064843115766,0.01,HH,3522,132551605001,332.6347874040841
56715,508317,0.012378755542390341,0.27,HH,2790,132171003001,161.28129910166274
56716,508318,0.09195379100818697,0.26,HH,2100,132470603053,164.3345405392917
56732,508334,0.19481420211526101,0.16,HH,2150,132070503021,199.4457883209753
56741,508343,0.13015360982780086,0.29,HH,3366,130390103013,155.3384719555673
56751,508353,1.5170443505200681,0.09,HH,1694,131350502052,234.07550336902165
56755,508357,0.00973646912236531,0.42,HH,3578,131350507282,120.1893479141851
56758,508360,0.12113945384720287,0.32,HH,3308,131350507302,146.7698799114508
56759,508361,0.18161208234007264,0.17,HH,1026,131210100012,195.41652531461943
56760,508362,0.13150457666176066,0.27,HH,1424,131210100014,161.28129910166274
56763,508365,0.4531955387314082,0.11,HH,1632,131210101131,222.65281200366104
56765,508367,0.18497987293500215,0.01,HH,4695,131210116181,332.6347874040841
56773,508375,0.3031145115691402,0.35,HH,1281,131210036001,138.5320466407568
56777,508379,0.025559814427103627,0.42,HH,2281,130570910061,120.1893479141851
56778,508380,0.027791420423111706,0.51,HH,3665,130570910084,97.49310917412889
56783,508385,0.02754335288457096,0.18,HH,1569,132219602011,191.53650878428144
56784,508386,0.5688711359052895,0.01,HH,3500,132219602013,332.6347874040841
56785,508387,0.046890331143980564,0.3,HH,1355,131479601001,152.44005127080408
56801,508403,0.12778787138986702,0.12,HH,1461,130670303272,217.49867920660904
56805,508407,0.4876351284861951,0.09,HH,3340,131350502093,234.07550336902165
56807,508409,0.47421139246669614,0.23,HH,3025,131350502202,173.88468491852137
56815,508417,0.12536740617641098,0.16,HH,2922,131350507151,199.4457883209753
56818,508420,0.05930055767088206,0.43,HH,1132,130670303105,117.63741647808615
56819,508421,0.4442473420301739,0.21,HH,1300,131210101233,180.64212470182403
56824,508426,0.1248063577912632,0.4,HH,2585,131210101231,125.33471031357998
56830,508432,0.26236323381101856,0.42,HH,3479,131210052003,120.1893479141851
56833,508435,0.21213678034257735,0.2,HH,2975,131210114123,184.16212335729142
56837,508439,0.029587142452546886,0.33,HH,1507,130570907024,143.99131656732337
56844,508446,0.7988627100092358,0.2,HH,1501,130670303391,184.16212335729142
56845,508447,0.2589731579996572,0.02,HH,2452,130670301031,305.37489106318225
